12/30/2020 Display Warehouse Stocks of Material                                       1
---------------------------------------------------------------------------------------------------------------------------
| SLoc|Material  |Material Description          |Batch     |  Unrestr.|   Blocked|Qual.Insp.|   Total Value|   Total Value|
| MMGI|92063898  |Guar Hydroxypropyltrimonium C |B680017153|        0 |    2,670 |        0 |         0.00 |    28,889.40 |
| MMGI|92070737  |Passiflora Incarnata Flower E |B680062929|        0 |        0 |      204 |         0.00 |         0.00 |
| MMGI|95072435  |Through Air Bonded Nonwoven   |B68002894W|        0 |       85 |        0 |         0.00 |       394.07 |
| MMGI|95383539  |Caffeine-AltG                 |B680913742|        0 |      300 |        0 |         0.00 |     7,584.00 |
| MMGI|95456925  |VELOCITY MOD 1B PM            |B680052934|        0 |      104 |        0 |         0.00 |     2,983.76 |
| MMGI|95611585  |Glyceryl Oleate-PrimG         |B680083145|        0 |      300 |        0 |         0.00 |     1,060.13 |
| MMGI|95611585  |Glyceryl Oleate-PrimG         |B680083401|        0 |      900 |        0 |         0.00 |     3,180.40 |
| MMGI|96645269  |LBSL PGP Dawn Manual P&P Dish |LC80929565|        0 |    3,000 |        0 |         0.00 |       351.00 |
| MMGI|96873824  |LBF PN 2IN1 SH CLASSIC CLEAN  |TW80007360|        0 |    1,000 |        0 |         0.00 |        30.91 |
| MMGI|97093920  |135 gsm Wet Core TBAL Mosaic  |BI80038381|        0 |  888.860 |        0 |         0.00 |       343.54 |
| MMGI|97204517  |Bico PE/PET Yellow Tow Fiber  |B68002731W|        0 |      332 |        0 |         0.00 |     1,231.72 |
---------------------------------------------------------------------------------------------------------------------------
12/30/2020 Display Warehouse Stocks of Material                                       5
---------------------------------------------------------------------------------------------------------------------------
| SLoc|Material  |Material Description          |Batch     |  Unrestr.|   Blocked|Qual.Insp.|   Total Value|   Total Value|
|-------------------------------------------------------------------------------------------------------------------------|
| PWSL|1075390   |Tea Tree Leaf Oil-PrimG       |B680022627|        0 |    0.301 |        0 |         0.00 |        75.51 |
| PWSL|1120455   |Aloe Barbadensis Leaf Juice-P |B680017368|        0 |    1.817 |        0 |         0.00 |        28.49 |
| PWSL|1120455   |Aloe Barbadensis Leaf Juice-P |B680020879|        0 |    1.802 |        0 |         0.00 |        28.26 |
| PWSL|10045214  |EDTA-PrimG                    |B680029829|        0 |    6.001 |        0 |         0.00 |        25.98 |
| PWSL|10045217  |Hydroxyethyl Cellulose-PrimG  |B680025103|   45.277 |        0 |        0 |       431.94 |         0.00 |
| PWSL|10045223  |L-Glutamic Acid-PrimG         |B680018715|        0 |   34.773 |        0 |         0.00 |       142.92 |
| PWSL|10045223  |L-Glutamic Acid-PrimG         |B680024839|        0 |    1.862 |        0 |         0.00 |         7.65 |
| PWSL|10045223  |L-Glutamic Acid-PrimG         |B680024860|        0 |    8.096 |        0 |         0.00 |        33.27 |
| PWSL|10045237  |Sodium Benzoate NF-PrimG      |B680007193|        0 |        0 |   29.968 |         0.00 |         0.00 |
| PWSL|10045237  |Sodium Benzoate NF-PrimG      |B680028326|        0 |       25 |        0 |         0.00 |        69.75 |
| PWSL|10045960  |Citric Acid PrimG             |B680042435|        0 |   22.700 |        0 |         0.00 |        32.53 |
| PWSL|10147352  |Panthenol (50% DL-Panthenol W |B680023266|        0 |    2.401 |        0 |         0.00 |        19.90 |
| PWSL|10147352  |Panthenol (50% DL-Panthenol W |B680099376|        0 |   11.884 |        0 |         0.00 |        98.52 |
| PWSL|11614606  |Histidine-PrimG               |B680030713|        0 |    1.825 |        0 |         0.00 |        98.64 |
| PWSL|90665597  |Baobab Oil PrimG              |B680024566|        0 |    0.485 |        0 |         0.00 |        85.31 |
| PWSL|90907274  |Mangifera Indica Extract (Kew |B680027582|        0 |    6.006 |        0 |         0.00 |       534.30 |
| PWSL|91084529  |Bourbon Extract-PrimG         |B680000883|        0 |    1.190 |        0 |         0.00 |        44.42 |
| PWSL|95076053  |MOSA MINT OIL PrimG           |B680011374|        0 |    1.516 |        0 |         0.00 |        34.85 |
| PWSL|95562093  |Ecklonia Radiata extract and  |B680015022|        0 |    1.006 |        0 |         0.00 |        82.39 |
| PWSL|95623413  |Rose Extract with propylene g |B680019093|        0 |    3.587 |        0 |         0.00 |       126.05 |
| PWSL|96468689  |Charcoal Extract-PrimG        |B680030620|        0 |    3.920 |        0 |         0.00 |       123.48 |
| RWRK|10045269  |Cocamide  MEA (85%) Supersack |B680000115|      816 |        0 |        0 |     2,490.43 |         0.00 |
| RWRK|10045269  |Cocamide  MEA (85%) Supersack |B680099206|        0 |        0 |      408 |         0.00 |         0.00 |
| RWRK|10053888  |Spunbond Base Substrate       |B680077131|   68.400 |        0 |        0 |       313.97 |         0.00 |
| RWRK|80293003  |Dawn  Ad Power Original 10/70 |0343B68700|        0 |      765-|        0 |         0.00 |     6,099.67-|
| RWRK|80301788  |PN CN DAILY MOIST RENEWAL 4 2 |0033B68700|        1 |        0 |        0 |         3.96 |         0.00 |
| RWRK|80301913  |PN SH SMOOTH & SLEEK 4 375ML  |0304B68700|        0 |      132-|        0 |         0.00 |       387.20-|
| RWRK|80302002  |PN CN ULTIMATE 10 4 355ML     |00625395BA|        0 |       18-|        0 |         0.00 |        48.41-|
| RWRK|80302002  |PN CN ULTIMATE 10 4 355ML     |02415395CA|        0 |      560-|        0 |         0.00 |     1,506.06-|
| RWRK|80317356  |AU SH MIRACLE MOIST 6 12.1Z   |0275B68700|        0 |       59-|        0 |         0.00 |       207.60-|
| RWRK|80317357  |AU CN MIRACLE MOIST 6 12.1Z   |0312B68700|        0 |      231-|        0 |         0.00 |       858.19-|
| RWRK|80318567  |BOUNCE SHT FREE&GENTLE 9/105  |0082B68700|        0 |      108 |        0 |         0.00 |       940.51 |
| RWRK|80319161  |BNC SHT RF405/260CT 5LYR PLT  |0346B6870P|        0 |        1 |        0 |         0.00 |     1,026.13 |
| RWRK|80321086  |DAWN Ultra AB Apple Blossom 8 |0333B68700|        1 |        0 |        0 |         6.43 |         0.00 |
| RWRK|80321794  |BOUNCE SHT WRINKLE ODF 6/40 CT|9315B68700|      300 |        0 |        0 |     1,982.28 |         0.00 |
| RWRK|80321945  |PN CN DMR 4 10.5OZ            |03155395BD|        0 |      509-|        0 |         0.00 |     1,167.76-|
| RWRK|80321958  |PN CN Sheer Volume 4 10.5OZ   |03225395BA|        0 |      130 |        0 |         0.00 |       290.13 |
| RWRK|80321961  |PN CN Smooth & Sleek 4 10.5OZ |03155395BB|        0 |    1,650-|        0 |         0.00 |     4,001.10-|
| RWRK|80321961  |PN CN Smooth & Sleek 4 10.5OZ |03285395BC|        0 |      330-|        0 |         0.00 |       800.22-|
| RWRK|80323400  |HE CN REPR ARGAN OIL 6 13.5Z  |0304B68700|        0 |       26-|        0 |         0.00 |        99.50-|
| RWRK|80323404  |HE CN HYDT COCNT MLK 6 13.5Z  |0023B68700|        0 |       54 |        0 |         0.00 |       221.33 |
| RWRK|80323404  |HE CN HYDT COCNT MLK 6 13.5Z  |0060B68700|        0 |       33 |        0 |         0.00 |       135.26 |
| RWRK|80323404  |HE CN HYDT COCNT MLK 6 13.5Z  |0093B68700|        0 |        1 |        0 |         0.00 |         4.10 |
| RWRK|80323404  |HE CN HYDT COCNT MLK 6 13.5Z  |0160B68700|        0 |       54 |        0 |         0.00 |       221.33 |
| RWRK|80323404  |HE CN HYDT COCNT MLK 6 13.5Z  |0173B68700|        0 |       70 |        0 |         0.00 |       286.91 |
| RWRK|80323489  |OS RC BW Swagger 4/16oz 473ml |0174B68701|        0 |      143-|        0 |         0.00 |       484.59-|
| RWRK|80323489  |OS RC BW Swagger 4/16oz 473ml |0183B68700|        0 |      105-|        0 |         0.00 |       355.82-|
| RWRK|80323492  |OS WC BW Bearglove 4/16oz 473 |0282B68700|        0 |      207-|        0 |         0.00 |       664.30-|
| RWRK|80323492  |OS WC BW Bearglove 4/16oz 473 |0292B68700|        0 |      179-|        0 |         0.00 |       574.44-|
| RWRK|80323492  |OS WC BW Bearglove 4/16oz 473 |0325B68700|        0 |      237-|        0 |         0.00 |       760.58-|
| RWRK|80324453  |DOWNY SHT INF L&VB CALM 6/105 |0111B6870H|        0 |      150 |        0 |         0.00 |       934.98 |
| RWRK|80324457  |DOWNY SHT INF L&VB CALM 6/200 |9313B68700|      180 |        0 |        0 |     2,097.94 |         0.00 |
---------------------------------------------------------------------------------------------------------------------------
12/30/2020 Display Warehouse Stocks of Material                                       6
---------------------------------------------------------------------------------------------------------------------------
| SLoc|Material  |Material Description          |Batch     |  Unrestr.|   Blocked|Qual.Insp.|   Total Value|   Total Value|
|-------------------------------------------------------------------------------------------------------------------------|
| RWRK|80324527  |SWFR WET CLOTH LAV 66/64ct BJ |0312B6870U|        0 |        2 |        0 |         0.00 |       657.52 |
| RWRK|80324527  |SWFR WET CLOTH LAV 66/64ct BJ |0313B68700|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80324527  |SWFR WET CLOTH LAV 66/64ct BJ |0316B68701|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80324527  |SWFR WET CLOTH LAV 66/64ct BJ |0336B68701|        0 |        1 |        0 |         0.00 |       328.76 |
| RWRK|80324527  |SWFR WET CLOTH LAV 66/64ct BJ |0338B68700|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80324527  |SWFR WET CLOTH LAV 66/64ct BJ |0342B68700|        0 |        1 |        0 |         0.00 |       328.76 |
| RWRK|80324527  |SWFR WET CLOTH LAV 66/64ct BJ |0343B687U2|        0 |        1 |        0 |         0.00 |       328.76 |
| RWRK|80324527  |SWFR WET CLOTH LAV 66/64ct BJ |0344B6870U|        0 |        1 |        0 |         0.00 |       328.76 |
| RWRK|80324528  |SWFR WET CLOTH Frsh 115/64CT  |0317B68700|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80324528  |SWFR WET CLOTH Frsh 115/64CT  |0325B68701|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80324528  |SWFR WET CLOTH Frsh 115/64CT  |0327B68701|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80324528  |SWFR WET CLOTH Frsh 115/64CT  |0332B68700|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80324528  |SWFR WET CLOTH Frsh 115/64CT  |0333B68702|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80324528  |SWFR WET CLOTH Frsh 115/64CT  |0339B68701|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80324528  |SWFR WET CLOTH Frsh 115/64CT  |0340B68700|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80324528  |SWFR WET CLOTH Frsh 115/64CT  |0347B6870U|        0 |        1 |        0 |         0.00 |       574.94 |
| RWRK|80327062  |DOWNY SHT AF 6/250CT B680     |0051B68700|        0 |      614-|        0 |         0.00 |     8,496.05-|
| RWRK|80328003  |PN 2N1 SHEER VOLUME 6 12.6Z   |0045B68700|        1 |        0 |        0 |         3.78 |         0.00 |
| RWRK|80328073  |SWFR DSTR 180 SK 252/28ct DRP |0322B6870U|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80328073  |SWFR DSTR 180 SK 252/28ct DRP |0325B687U1|        0 |        1 |        0 |         0.00 |       659.56 |
| RWRK|80328073  |SWFR DSTR 180 SK 252/28ct DRP |0336B6870U|        0 |        1 |        0 |         0.00 |       659.56 |
| RWRK|80328073  |SWFR DSTR 180 SK 252/28ct DRP |0338B6870U|        0 |        1 |        0 |         0.00 |       659.56 |
| RWRK|80328073  |SWFR DSTR 180 SK 252/28ct DRP |0342B6870U|        0 |        1 |        0 |         0.00 |       659.56 |
| RWRK|80328073  |SWFR DSTR 180 SK 252/28ct DRP |0344B687U1|        0 |        1 |        0 |         0.00 |       659.56 |
| RWRK|80328073  |SWFR DSTR 180 SK 252/28ct DRP |0345B6870U|        0 |        1 |        0 |         0.00 |       659.56 |
| RWRK|80328073  |SWFR DSTR 180 SK 252/28ct DRP |0355B6870U|        0 |        1 |        0 |         0.00 |       659.56 |
| RWRK|80328073  |SWFR DSTR 180 SK 252/28ct DRP |0362B6870U|        0 |        1 |        0 |         0.00 |       659.56 |
| RWRK|80328073  |SWFR DSTR 180 SK 252/28ct DRP |0363B6870U|        0 |        1 |        0 |         0.00 |       659.56 |
| RWRK|80328074  |SWFR DSTR 180 SK 126/28ct DRP |0315B6870U|        0 |        1 |        0 |         0.00 |       329.78 |
| RWRK|80328074  |SWFR DSTR 180 SK 126/28ct DRP |0320B68700|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80328075  |SWFR DSTR 180 SK 210/28ct DRP |0300B6870U|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80328075  |SWFR DSTR 180 SK 210/28ct DRP |0339B6870U|        0 |        1 |        0 |         0.00 |       548.67 |
| RWRK|80328557  |SWFR WET CLOTH LAV 110/64CTDR |0316B68700|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80328557  |SWFR WET CLOTH LAV 110/64CTDR |0317B68701|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80328557  |SWFR WET CLOTH LAV 110/64CTDR |0349B687U1|        0 |        1 |        0 |         0.00 |       549.96 |
| RWRK|80328557  |SWFR WET CLOTH LAV 110/64CTDR |0361B68700|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80328778  |BOUNCE SHT ODF 270/320CT5LYR  |0342B68700|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80328778  |BOUNCE SHT ODF 270/320CT5LYR  |0356B687P1|        0 |        1 |        0 |         0.00 |       863.57 |
| RWRK|80328778  |BOUNCE SHT ODF 270/320CT5LYR  |0361B6870P|        0 |        1 |        0 |         0.00 |       863.57 |
| RWRK|80329879  |PN SH R&P 6 12.6Z             |00375395CC|        0 |      230-|        0 |         0.00 |       916.36-|
| RWRK|80330924  |IVORY Ultra Classic Original  |9300B68700|        0 |       74 |        0 |         0.00 |       342.95 |
| RWRK|80331746  |DAWN GC Pom&RoseWatr 10/24oz  |0024B68700|        0 |      680 |        0 |         0.00 |     4,280.83 |
| RWRK|80332464  |HE SH HELLO HYDRATN 6 11.7Z 3 |0264B68700|      280 |        0 |        0 |     1,035.73 |         0.00 |
| RWRK|80332481  |HE CN COLOR ME HAPPY 6 11.7Z  |0324B68700|        0 |       55-|        0 |         0.00 |       175.23-|
| RWRK|80332515  |HE CN DETOXQCH HERBMNT 6 11.7 |0102B68701|        0 |      145 |        0 |         0.00 |       414.43 |
| RWRK|80332515  |HE CN DETOXQCH HERBMNT 6 11.7 |0186B68700|        0 |      154 |        0 |         0.00 |       440.15 |
| RWRK|80332515  |HE CN DETOXQCH HERBMNT 6 11.7 |0267B68700|        0 |      297 |        0 |         0.00 |       848.86 |
| RWRK|80332568  |SWFR Wet OWF 88/60ct CA TS    |0300B687U3|        0 |        1-|        0 |         0.00 |       422.78-|
| RWRK|80332568  |SWFR Wet OWF 88/60ct CA TS    |0304B68700|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80332568  |SWFR Wet OWF 88/60ct CA TS    |0310B68701|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80332568  |SWFR Wet OWF 88/60ct CA TS    |0313B68700|        0 |        0 |        1 |         0.00 |         0.00 |
| RWRK|80332568  |SWFR Wet OWF 88/60ct CA TS    |0314B68700|        0 |        0 |        1 |         0.00 |         0.00 |
---------------------------------------------------------------------------------------------------------------------------
12/30/2020 Display Warehouse Stocks of Material                                       7
---------------------------------------------------------------------------------------------------------------------------
| SLoc|Material  |Material Description          |Batch     |  Unrestr.|   Blocked|Qual.Insp.|   Total Value|   Total Value|
|-------------------------------------------------------------------------------------------------------------------------|
| RWRK|80332832  |DAWN ADV POWER ORIG 224/3X709 |0306B68700|        2 |        0 |        0 |     2,290.72 |         0.00 |
| RWRK|80332875  |BOUNCE SHT F&G 216/320CT4LYR  |0135B6870P|        0 |        1 |        0 |         0.00 |       651.43 |
| RWRK|80333099  |HE SH CLASSICS SMOOTH 6 13.5z |0327B68700|        0 |       36-|        0 |         0.00 |       158.60-|
| RWRK|80334673  |PN SH Radiant Color Shine 6 1 |0318B68700|        0 |      206-|        0 |         0.00 |       828.56-|
| RWRK|80334674  |PN CN Radiant Color Shine 4 1 |03295395BA|        0 |      839-|        0 |         0.00 |     2,081.81-|
| RWRK|80335553  |GAIN SHT FRSH SPLASH 6/105CT  |0062B68700|        1-|        0 |        0 |         7.01-|         0.00 |
| RWRK|80336045  |SWFR Dstr 180 Unsc 4/18ct RF  |0311B68701|        0 |       32 |        0 |         0.00 |       229.94 |
| RWRK|80338581  |AU Dual Pack TOTAL MIRACLE PU |9354B68701|        0 |        1-|        0 |         0.00 |       247.91-|
| RWRK|80341660  |DAWN Plat RefreshRain 10/24oz |0329B68700|        0 |       15-|        0 |         0.00 |       117.45-|
| RWRK|80344574  |PN WM SML SIZE DMR SH/CN Dual |0188B68702|        0 |      150-|        0 |         0.00 |     1,170.67-|
| RWRK|80345062  |HE SH ClassicsClarfying 6 13. |0220B68700|        0 |       80 |        0 |         0.00 |       356.69 |
| RWRK|80346206  |AU Waves Hemp SH 6 360ml 12.1 |0269B68700|        0 |       49 |        0 |         0.00 |       202.26 |
| RWRK|80349985  |OS HWC BW Ultmt 4-IN-1 Swagge |0289B68701|        0 |      355-|        0 |         0.00 |     2,037.11-|
| RWRK|80349985  |OS HWC BW Ultmt 4-IN-1 Swagge |0299B68700|        0 |      192-|        0 |         0.00 |     1,101.76-|
| RWRK|80349985  |OS HWC BW Ultmt 4-IN-1 Swagge |0303B68700|        0 |       74-|        0 |         0.00 |       424.64-|
| RWRK|80350890  |OS BW Swagger 24oz/700ml TRPL |0268B68707|        0 |        1-|        0 |         0.00 |     1,392.99-|
| RWRK|80350890  |OS BW Swagger 24oz/700ml TRPL |0268B68714|        0 |        1-|        0 |         0.00 |     1,392.99-|
| RWRK|80350890  |OS BW Swagger 24oz/700ml TRPL |0268B68716|        0 |        1-|        0 |         0.00 |     1,392.99-|
| RWRK|80350890  |OS BW Swagger 24oz/700ml TRPL |0323B68701|        0 |        1-|        0 |         0.00 |     1,392.99-|
| RWRK|83531302  |HE CN REPR ARGAN OIL 29.2OZ 1 |0262B68700|        0 |        1-|        0 |         0.00 |       205.33-|
| RWRK|83531479  |HE SH REP ARGAN OIL 29.2 252C |0095B68708|        0 |        1-|        0 |         0.00 |       455.22-|
| RWRK|83531594  |HE WHITE GRPF 13.5Z SH/CN 4CT |9171B68707|        0 |      960 |        0 |         0.00 |     7,842.72 |
| RWRK|83533787  |PN SMT SH/CN DUAL PK          |0243B68706|        0 |      150-|        0 |         0.00 |     1,235.40-|
| RWRK|83533788  |PN DMR SH/CN DUAL PK          |0243B68706|        0 |      150-|        0 |         0.00 |     1,190.07-|
| RWRK|83534220  |DAWN MNL PT&PN DET CLQ CL 1-0 |0342B68700|        0 |       48-|        0 |         0.00 |       562.14-|
| RWRK|83534558  |OLAY AD BW 22OZ TWIN          |0197B68701|        0 |      120-|        0 |         0.00 |     1,347.44-|
| RWRK|83534846  |OS BEARGLOVE/SWGR 16CT BB     |0033B68702|        0 |       56-|        0 |         0.00 |       909.72-|
| RWRK|90716715  |SHPR RSC OS EVO BW 473mL 16zo |B680096749|      875 |        0 |        0 |       212.13 |         0.00 |
| RWRK|91081610  |LBSL PN J Shape 1130ML SH     |B680091594|    8,965 |        0 |        0 |     1,255.28 |         0.00 |
| RWRK|91203497  |Apple Cider Vinegar Powder-Pr |B680009716|   18.523 |        0 |        0 |     1,647.25 |         0.00 |
| RWRK|91391352  |TRAY OS Swagger BW 24 oz TRPL |B680024916|      338 |        0 |        0 |     1,043.74 |         0.00 |
| RWRK|91440826  |LBB HS 2N1 APL CDR VNGR 400ML |B680014753|   15,000 |        0 |        0 |       163.05 |         0.00 |
| RWRK|91469573  |ECOM PUMP SH CN 865mL 1L TRAN |B680087039|    5,535 |        0 |        0 |       595.68 |         0.00 |
| RWRK|91678014  |LBB 778ML AUSSIE SH TOTAL MIR |B680019603|      200 |        0 |        0 |         2.19 |         0.00 |
| RWRK|91855428  |CA PTN R&P 375/355ML SH CN TW |B680074953|    1,000 |        0 |        0 |       370.00 |         0.00 |
| RWRK|91879109  |SHPR WRP OLAY REFRESH BW 650m |B680927070|    1,600 |        0 |        0 |       258.75 |         0.00 |
| RWRK|91942368  |CO SwifferWetJet GENERIC 12 t |B680024131|      600 |        0 |        0 |       250.87 |         0.00 |
| RWRK|95076053  |MOSA MINT OIL PrimG           |B680011374|      362 |        0 |        0 |     8,322.38 |         0.00 |
| RWRK|95562093  |Ecklonia Radiata extract and  |B680096400|        0 |        0 |       20 |         0.00 |         0.00 |
| RWRK|96345486  |ANCHOR GNF 2012C              |B680937861|      181-|        0 |      181 |     1,287.39-|         0.00 |
| RWRK|96826839  |DPCP SRP TOP SHRD MULTI BR FO |B680079954|      158-|        0 |      158 |        84.37-|         0.00 |
| RWRK|96826965  |FSDT DISPLAY MULTI BRD FOR VE |B680070415|       80-|        0 |        0 |        91.44-|         0.00 |
| RWRK|97437816  |LBB HS 2IN1 SH DRY SCALP 400M |B680017245|   15,000 |        0 |        0 |       179.25 |         0.00 |
| RWRK|98552553  |Behentrimonium Methosulfate - |0006108492|        0 |    6,400 |        0 |         0.00 |    38,016.00 |
|-------------------------------------------------------------------------------------------------------------------------|
|*    |          |                              |          |          |          |          |    26,485.65 |   265,795.35 |
---------------------------------------------------------------------------------------------------------------------------
